"FirstName","LastName","Subject1","Subject2","Subject3","Subject4","Subject5","AverageMarks"
"FeC6K5Bls0","CYTbD","9","99","6","16","17","29"
"5Df0HL2me4","HizzV","48","25","81","42","15","42"
"nksj9e2Ell","lBeqs","11","11","11","69","28","26"
"41UyWbdAhl","ZbFIB","80","72","77","13","87","65"
"41DzCEDVQv","GXTEN","71","74","58","89","94","77"
"Dc3GVyckZT","Gdo3o","11","37","37","47","37","33"
"7dlFB6WfDZ","4HJoT","40","85","99","41","55","64"
"A6iGeKrsBH","qGvdm","71","99","12","3","16","40"
"U73ooeZWOC","bdH8V","13","86","15","17","78","41"
"oOMYTm1vs2","spamb","31","92","7","90","28","49"
"9T3SmvMfVK","QlJC8","61","46","69","78","16","54"
"uLDnzPGeXq","d07ek","90","65","29","58","3","49"
"YuvaL90N5G","QvDaS","86","25","34","35","90","54"
"ov9DrShb2K","LLHZM","68","59","7","8","95","47"
"5ruomofHUK","zUICR","40","13","63","9","38","32"
"uTn8RP0oOg","VxSoX","37","98","6","22","84","49"
"WGMJ14oJe2","az8CQ","100","40","46","79","82","69"
"S49W7D61vJ","BYk6U","26","34","40","86","5","38"
"oU23Is2muW","u0dgm","98","19","47","22","74","52"
"vV0hfCbVSv","ui6NW","88","2","60","87","34","54"
"qsueSGNSx7","K7hXg","74","67","70","24","30","53"
"XBFtoU2BCN","Hb5s2","14","34","94","96","83","64"
"SVVnXl9R8c","hiMHj","66","3","39","86","78","54"
"0bxRavOuvh","x1ZlW","38","67","35","57","12","41"
"ioVpEZhLqr","FXKCV","77","44","29","65","44","51"
"gaPSeFOaHC","xNWSI","56","50","13","56","55","46"
"vlKMXHsl7z","jeMjW","73","13","70","41","3","40"
"tz7ZPVhorG","Nt7Z8","51","20","6","46","92","43"
"Z0XcqME55J","z3blS","10","64","11","78","21","36"
"Yjmn7dajgz","HgbCf","17","97","74","32","39","51"
"K0NWWzZYX3","6lRCe","90","66","17","12","88","54"
"KdRduKgqBK","5o5ZN","15","29","3","57","42","29"
"0G9HNBnftQ","SFgVD","85","5","36","30","19","35"
"TqrzegAKEL","4oYlx","82","2","26","43","78","46"
"XcmcnJv5Ul","3HhUP","100","14","62","72","66","62"
"qrif9yWsdn","iNK4G","6","56","24","76","2","32"
"juclk1z0K1","HDYM9","44","3","70","84","75","55"
"UTBFcFM7kc","gDS9U","35","3","45","25","11","23"
"pzU32o5VB7","3OESH","39","84","21","34","65","48"
"4FmB1zO0c9","UCsRo","60","42","92","60","97","70"
"gE8ASrqMSL","QFtRb","84","100","38","28","38","57"
"Bj8gZgf7I4","QxzSk","8","85","52","92","5","48"
"Av5BJOBhEa","DHL7D","53","3","11","7","31","21"
"HAZMmemjGO","z380F","41","67","97","45","48","59"
"ZF9Cq2HgO2","zNuDc","7","37","94","16","60","42"
"6rCBjTObj1","QyyHH","26","9","42","57","7","28"
"y7Rgh4fBBg","PsSnx","22","15","78","68","41","44"
"NlYhcM4GKY","557zo","37","25","75","38","38","42"
"ypbKQiTFQg","rE37P","86","27","81","39","80","62"
"88UVd8HQuR","6ZaZ6","9","12","75","56","69","44"
"cDhmn8qWEU","G0TXm","8","77","61","91","42","55"
"M3Oflgm4up","MCS9W","35","78","79","27","49","53"
"DR3MeKb4ku","RaPdY","53","60","56","81","82","66"
"iW9MeaYBE1","NYqlC","91","71","85","16","83","69"
"jfqUlT8vPy","ra5z7","69","31","23","8","72","40"
"56zLkI48do","UPHlR","30","25","81","84","63","56"
"MvhW3jdGUi","IZPYc","0","0","99","32","51","36"
"AXrjCQBgLA","OSa2V","80","40","46","40","95","60"
"mK3nWhQ3UV","l6Mzl","92","89","18","26","14","47"
"p1NPyyEuTQ","vpZS0","17","52","66","84","53","54"
"kJDV1MyZN7","OfF7X","14","8","82","81","84","53"
"88mnahzbDU","tHbuh","38","74","54","37","36","47"
"obfB7O8HJJ","d5tFA","97","62","22","56","38","55"
"OZtaqiUeKj","BFHY9","12","97","68","11","8","39"
"QBfqxN4XI5","i9fF0","8","60","40","47","10","33"
"bT7Ig4KypW","VPyez","12","99","72","58","18","51"
"sA0CNOAHpv","rtZKv","60","18","98","19","58","50"
"TZZBSEC1h0","pxiDS","55","89","82","89","67","76"
"dToV6e12Yk","UQTGO","96","86","86","16","71","71"
"e6PWjRTIGb","ORRUu","73","85","85","81","51","75"
"cFDQxdpKOT","Yd2o2","2","86","25","63","87","52"
"RD94qqv6hu","iNUU3","42","12","28","87","87","51"
"km8LeUZb1U","fc55W","62","8","29","0","1","20"
"oz8FqvjOW7","TGRJ4","3","62","22","13","28","25"
"0scXcbv7SQ","FmPAT","6","69","76","39","17","41"
"Fqey2lg4dp","rPXdt","52","42","95","63","4","51"
"m9dviFpVe4","NNrOy","78","8","46","3","68","40"
"bH0fGQG4KA","MIS05","9","32","91","28","39","39"
"e9KaHZ9fms","te1Nj","86","30","37","11","83","49"
"YX4qprMzJ4","lF3Ec","83","99","18","81","51","66"
"AJ3OORf37a","1JrHR","7","74","47","18","19","33"
"7N3XoAvDZl","vmz7P","72","36","67","19","35","45"
"9zvgrZ3mrR","eAQxh","93","78","88","9","51","63"
"eq9GYirzuM","aNhd3","92","74","59","48","54","65"
"SH5iMf1GTY","iTlZI","59","88","97","19","89","70"
"2sMx8fRX5M","rDytY","14","7","10","2","29","12"
"O6Z7cL9oxl","8mvfI","84","8","24","17","98","46"
"E3SPn1PM8i","HYMkI","51","90","8","50","82","56"
"PiZ3rdYQjz","LQUBb","35","99","33","95","2","52"
"dBv5FayM9F","VYr7D","21","80","33","26","61","44"
"Cj2LlhPX1M","LEHzf","3","68","35","18","18","28"
"9RzjFWeCzT","mSLS0","92","16","84","94","88","74"
"jKke2mPnWH","X98E2","16","24","44","69","47","40"
"YIiOGeEFab","7hD4u","69","91","83","24","71","67"
"ZIFVIpCLrn","XPpW8","45","67","34","55","12","42"
"mlRY1bE7hv","HUMJZ","84","18","66","43","94","61"
"O7751xqsKG","Kx35B","52","46","26","72","43","47"
"lrgDqVD57Y","U8qvd","8","35","92","88","62","57"
"DkYuTgATpx","bg2Fq","23","9","27","62","7","25"
"rARL3LGEcF","UKqXS","86","76","20","76","74","66"
"fjNeea5hXE","AenA9","87","31","16","87","76","59"
"8TaJ5dGaYf","K99FX","58","7","39","76","61","48"
"MGO1QX8zR3","Icykv","20","76","50","7","57","42"
"32zuRIQnqj","0RieZ","38","20","56","24","76","42"
"rs8mz8KyrD","gjadV","84","44","9","52","29","43"
"YHkbcvvLXj","vEulZ","50","2","68","42","66","45"
"ggvkhdnRbB","fUVyV","46","20","39","5","77","37"
"9ZY8nFMCry","R4o5A","32","52","79","38","38","47"
"ciu4EJW2gJ","8axND","88","90","30","48","84","68"
"Q9JkFxDtmM","AjEzy","87","3","29","4","0","24"
"vsn9dt5SNp","tj29k","78","26","65","43","62","54"
"QHKOGzO3n8","U2Mkv","10","71","71","34","53","47"
"Sa5fRjDVGa","xXaKm","93","45","4","25","10","35"
"BfvkPjZNMo","HjZnR","49","26","75","26","43","43"
"68cVbF0Ll9","0JhF3","3","76","4","71","28","36"
"bSiuzGAyG3","PsFhY","50","85","71","62","25","58"
"IQsxu6viqz","Tg3Al","43","20","85","23","32","40"
"WgGkh4YcRB","7lp6i","17","50","70","46","77","52"
"BvAuOv3kxg","db2lv","50","69","81","17","47","52"
"Xgxs2PW6IQ","LFLdU","81","40","84","65","70","68"
"D2cijzBitT","ZESeQ","34","11","70","32","84","46"
"mH8YAfUBuq","x68JB","44","8","72","11","100","47"
"ROl52KCsyh","CIHnl","19","62","27","55","1","32"
"pl1g5XMh2I","zz7CB","76","23","78","53","7","47"
"JNJO0V3vUR","QoJIX","55","81","80","42","33","58"
"yCWtKmUpzu","gFets","36","68","13","70","66","50"
"q3B9xuK1YE","QkABv","100","64","36","100","28","65"
"Z8PBhLjNkN","Fb7DT","86","83","26","67","4","53"
"escLeig6rM","OhsCH","25","29","33","39","10","27"
"MmZVG0b8Z6","lrHT7","92","55","54","59","91","70"
"BLVnVSEJtC","s1qtO","92","36","19","62","94","60"
"1bIISSgx80","PxZiD","44","26","34","63","4","34"
"fDJ6C2pYZ1","ioh4K","81","96","64","87","83","82"
"PEMgkLHFso","LV8L7","44","85","46","53","67","59"
"yPnP7BVsZu","khJIH","9","64","57","23","47","40"
"lC0Ex0rPg2","zTv2I","13","42","96","78","4","46"
"TvDj6BZNQT","H37CD","45","46","52","53","56","50"
"LVEBTgiWpS","qU2Pj","64","33","58","11","67","46"
"Z6sVtJ4us6","xKISk","95","24","63","74","9","53"
"4m1WCAc6VV","uIgTh","1","83","53","26","30","38"
"btSEvzT6X1","PNakB","51","100","98","20","8","55"
"fo8TA2bnLI","NNEdX","66","10","14","82","50","44"
"5kRP8JO8gy","cl1GW","4","22","29","64","37","31"
"ZxQl8knMEO","mG0ZC","24","87","79","74","48","62"
"sXGahlFaQo","Nk7VP","58","32","95","50","54","57"
"U2QcxvSHLy","H3nyW","76","71","99","2","44","58"
"PMlv5jInh8","OGgzs","13","38","98","33","27","41"
"mRPWeA7uOl","VyBPa","35","57","60","34","74","52"
"rqjFs141yB","iMI8n","4","19","55","22","46","29"
"Xmfml1urI4","0X2Xj","96","39","67","69","45","63"
"v8ifpRyYiE","eF4Dt","93","22","0","38","98","50"
"jfA4hh3H1c","v62Kj","97","72","7","55","29","52"
"MQ1fWET8bT","6FV9r","66","67","42","33","97","61"
"2kfXELAWL3","KugGP","39","64","27","91","89","62"
"V8nTnsYnnO","kz6Up","97","18","36","61","99","62"
"xDrXCMsz66","xNfb9","31","61","64","20","89","53"
"m65VOU7mFx","mlqep","47","69","37","66","45","52"
"nFuXcI6Zxb","Cm3DE","59","81","29","8","39","43"
"txWqAAZgz3","onvd1","31","30","9","29","9","21"
"xHu7PlO4Uc","DGDa3","100","14","39","43","72","53"
"556O9gjyTN","RaKlb","76","55","26","17","45","43"
"ZFtCmLeVUp","ekkqj","40","20","18","18","44","28"
"5EtqWoISdv","5ov4d","34","6","2","95","66","40"
"mYe9DzcEHS","GTzEl","63","51","44","79","26","52"
"ivpjKjkhdj","4UD7i","39","73","18","7","94","46"
"egvUQu4uC1","OFHAT","100","9","1","42","13","33"
"1oRGTLPP5e","5h9g5","22","83","28","42","65","48"
"VRuFrgfSuQ","zrLRF","83","15","57","18","63","47"
"Ovz5lFeqla","l6aEj","7","57","82","32","77","51"
"AyjkIngXS9","mKfT1","37","25","79","3","65","41"
"sTGQfKtUQK","pcmHj","67","33","92","51","9","50"
"pZkoonQKTH","LFmMm","92","49","72","10","77","60"
"u3eKQ0IOq7","KMcMZ","11","22","15","10","70","25"
"zFzj0BB80e","tYpau","100","43","82","61","92","75"
